SZEDUS,SZEDBT,SZEDTN,SZEDLN,SZEDCT,SZTYTN,SZEDFT,SZEDDT,SZDRIN,SZEDDL,SZEDSP,SZPNID,SZTNAC,SZAN8,SZALKY,SZTAX,SZALPH,SZDC,SZMCU,SZSIC,SZLNGP,SZAT1,SZCM,SZTAXC,SZAT2,SZAT3,SZAT4,SZATR,SZAT5,SZATP,SZATPR,SZAB3,SZATE,SZSBLI,SZEFTB,SZAN81,SZAN82,SZAN83,SZAN84,SZAN86,SZAN85,SZAC01,SZAC02,SZAC03,SZAC04,SZAC05,SZAC06,SZAC07,SZAC08,SZAC09,SZAC10,SZAC11,SZAC12,SZAC13,SZAC14,SZAC15,SZAC16,SZAC17,SZAC18,SZAC19,SZAC20,SZAC21,SZAC22,SZAC23,SZAC24,SZAC25,SZAC26,SZAC27,SZAC28,SZAC29,SZAC30,SZGLBA,SZPTI,SZPDI,SZMSGA,SZRMK,SZTXCT,SZTX2,SZALP1,SZURCD,SZURDT,SZURAT,SZURAB,SZURRF,SZMLNM,SZMLN1,SZADD1,SZADD2,SZADD3,SZADD4,SZADDZ,SZCTY1,SZCTR,SZADDS,SZCOUN,SZAR1,SZPH1,SZPHT1,SZAR2,SZPH2,SZPHT2,SZTORG,SZUSER,SZPID,SZJOBN,SZUPMJ,SZTDAY,SZUPMT,SZPRGF,SZSCCLTP,SZPA8,SZTICKER,SZEXCHG,SZDUNS,SZCLASS01,SZCLASS02,SZCLASS03,SZCLASS04,SZCLASS05,SZNOE,SZGROWTHR,SZYEARSTAR,SZAEMPGP,SZACTIN,SZREVRNG
808718,1284306966,34,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,26487-DN            ,                    ,PIZZA HUT STORE #26487                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,917 SAXON BLVD                          ,                                        ,                                        ,                                        ,32763,ORANGE CITY              ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,35,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,26505-DN            ,                    ,PIZZA HUT STORE #26505                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,3852 S ORLANDO DR                       ,                                        ,                                        ,                                        ,32773,SANFORD                  ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,36,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,26493-DN            ,                    ,PIZZA HUT STORE #26493                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,939 N CENTRAL AVE                       ,                                        ,                                        ,                                        ,32784,UMATILLA                 ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,37,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,26539-DN            ,                    ,PIZZA HUT STORE #26539                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,700 MAGUIRE BLVD                        ,                                        ,                                        ,                                        ,32803,ORLANDO                  ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,38,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,26538-DN            ,                    ,PIZZA HUT STORE #26538                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,8128 S ORANGE BLOSSOM TRL               ,                                        ,                                        ,                                        ,32809,ORLANDO                  ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,39,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,26541-DN            ,                    ,PIZZA HUT STORE #26541                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,7060 INTERNATIONAL DR                   ,                                        ,                                        ,                                        ,32816,ORLANDO                  ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,4,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,14630-DN            ,                    ,PIZZA HUT STORE #14630                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,831 S DETROIT ST                        ,                                        ,                                        ,                                        ,80759,YUMA                     ,US ,CO ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,40,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,26544-DN            ,                    ,PIZZA HUT STORE #26544                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,8699 PALM PKWY                          ,                                        ,                                        ,                                        ,32836,ORLANDO                  ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,41,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,26498-DN            ,                    ,PIZZA HUT STORE #26498                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,4850 BABCOCK ST NE                      ,                                        ,                                        ,                                        ,32905,PALM BAY                 ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,42,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,26503-DN            ,                    ,PIZZA HUT STORE #26503                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,1842 ROCKLEDGE DR                       ,                                        ,                                        ,                                        ,32955,ROCKLEDGE                ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,43,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,12356-DN            ,                    ,PIZZA HUT STORE #12356                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,11091 SHERIDAN ST                       ,                                        ,                                        ,                                        ,33026,HOLLYWOOD                ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,44,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,12345-DN            ,                    ,PIZZA HUT STORE #12345                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,25 N HOMESTEAD BLVD                     ,                                        ,                                        ,                                        ,33030,HOMESTEAD                ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,45,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,12337-DN            ,                    ,PIZZA HUT STORE #12337                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,200 NW LEJEUNE RD                       ,                                        ,                                        ,                                        ,33126,MIAMI                    ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,46,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,13576-DN            ,                    ,PIZZA HUT STORE #13576                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,254 SE 1ST ST                           ,                                        ,                                        ,                                        ,33131,MIAMI                    ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,47,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,14380-DN            ,                    ,PIZZA HUT STORE #14380                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,6602 COLLINS AVE                        ,                                        ,                                        ,                                        ,33141,MIAMI                    ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,48,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,12355-DN            ,                    ,PIZZA HUT STORE #12355                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,10691 SW 40TH ST                        ,                                        ,                                        ,                                        ,33165,MIAMI                    ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,49,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,12336-DN            ,                    ,PIZZA HUT STORE #12336                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,5731 NW 36TH ST                         ,                                        ,                                        ,                                        ,33166,VIRGINIA GARDENS         ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,5,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,6679-DN             ,                    ,PIZZA HUT STORE #6679                   ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,320 S LINCOLN ST                        ,                                        ,                                        ,                                        ,80807,BURLINGTON               ,US ,CO ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,50,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,13721-DN            ,                    ,PIZZA HUT STORE #13721                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,10379 NW 41ST ST                        ,                                        ,                                        ,                                        ,33178,DORAL                    ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,51,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,12332-DN            ,                    ,PIZZA HUT STORE #12332                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,1239 S FEDERAL HWY                      ,                                        ,                                        ,                                        ,33316,FORT LAUDERDALE          ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,52,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,12549-DN            ,                    ,PIZZA HUT STORE #12549                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,23233 STATE ROAD 7                      ,                                        ,                                        ,                                        ,33428,BOCA RATON               ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,53,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,12548-DN            ,                    ,PIZZA HUT STORE #12548                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,949 S MAIN ST                           ,                                        ,                                        ,                                        ,33430,BELLE GLADE              ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,54,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,25593-DN            ,                    ,PIZZA HUT STORE #25593                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,6548 GALL BLVD                          ,                                        ,                                        ,                                        ,33542,ZEPHYRHILLS              ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,55,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,25607-DN            ,                    ,PIZZA HUT STORE #25607                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,2316 JAMES L REDMAN PKWY                ,                                        ,                                        ,                                        ,33563,PLANT CITY               ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,56,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,25584-DN            ,                    ,PIZZA HUT STORE #25584                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,10619 GIBSONTON DR                      ,                                        ,                                        ,                                        ,33578,RIVERVIEW                ,US ,FL ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,6,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,22695-DN            ,                    ,PIZZA HUT STORE #22695                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,250 E US HIGHWAY 24                     ,                                        ,                                        ,                                        ,80863,WOODLAND PARK            ,US ,CO ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,7,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,22709-DN            ,                    ,PIZZA HUT STORE #22709                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,5815 PALMER PARK BLVD                   ,                                        ,                                        ,                                        ,80915,COLORADO SPRINGS         ,US ,CO ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,8,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,81401-DN            ,                    ,PIZZA HUT STORE #81401                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,2331 S TOWNSEND AVE                     ,                                        ,                                        ,                                        ,81401,MONTROSE                 ,US ,CO ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
808718,1284306966,9,1,  ,        ,          ,0,0,NULL, ,Rollout        ,A ,NULL,11424-DN            ,                    ,PIZZA HUT STORE #11424                  ,                                        ,            ,          ,EN,S3 ,  ,C,N, , ,Y, ,N, , ,N, ,120160,NULL,60000487,60000487,NULL,NULL,60000487,SUW,SUW,   ,   ,A  ,   ,   ,DN ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,        ,NULL,NULL,N,NULL,                    ,                    ,                                        ,  ,0,0,0,               ,                                        ,                                        ,3611 KIRKWOOD HWY                       ,                                        ,                                        ,                                        ,19808,WILMINGTON               ,US ,DE ,                         ,      ,                    ,    ,      ,                    ,    ,          ,          ,          ,          ,0,0,0,N,  ,60000487,          ,          ,             ,   ,   ,   ,   ,   ,0,0,               ,     , ,     
